subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1956 to 1968,1961 to 1968,8,7298,28/05/1965,18,-0.016318075,0.071646292,-0.010119156,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7299,28/05/1965,19,0.004759835,0.110825155,-0.010119156,1.261012308,1.680887263,0.069785643
1956 to 1968,1961 to 1968,8,7300,28/05/1965,20,-0.031947938,0.052427764,-0.010119156,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7301,30/06/1965,1,-0.032956533,0.059806282,-0.081967668,0.639199958,0.44401935,0.053359437
1956 to 1968,1961 to 1968,8,7302,30/06/1965,2,-0.058310783,0.039092168,-0.081967668,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7303,30/06/1965,3,-0.09711435,0.058420151,-0.081967668,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7304,30/06/1965,4,-0.069484624,0.037193781,-0.081967668,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7305,30/06/1965,5,-0.055195503,0.043698329,-0.081967668,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7306,30/06/1965,6,-0.065830749,0.043732415,-0.081967668,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7307,30/06/1965,7,-0.049107017,0.068018954,-0.081967668,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7308,30/06/1965,8,-0.081781593,0.042445839,-0.081967668,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7309,30/06/1965,9,-0.061484811,0.054467287,-0.081967668,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7310,30/06/1965,10,-0.086770482,0.050695532,-0.081967668,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7311,30/06/1965,11,-0.076707318,0.044602616,-0.081967668,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7312,30/06/1965,12,-0.08155007,0.045479319,-0.081967668,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7313,30/06/1965,13,-0.075095365,0.044405614,-0.081967668,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7314,30/06/1965,14,-0.083675923,0.042234635,-0.081967668,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7315,30/06/1965,15,-0.079366533,0.044850671,-0.081967668,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7316,30/06/1965,16,-0.089491735,0.062961414,-0.081967668,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7317,30/06/1965,17,-0.096160864,0.050718213,-0.081967668,1.133726553,1.440104337,0.079883846
1956 to 1968,1961 to 1968,8,7318,30/06/1965,18,-0.085565993,0.046446126,-0.081967668,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7319,30/06/1965,19,-0.095674938,0.063257146,-0.081967668,1.261012308,1.680887263,0.069785643
1956 to 1968,1961 to 1968,8,7320,30/06/1965,20,-0.091306199,0.040198341,-0.081967668,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7321,30/07/1965,1,-0.000451833,0.038784628,0.033752516,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7322,30/07/1965,2,0.023885279,0.051208567,0.033752516,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7323,30/07/1965,3,0.01546209,0.038790631,0.033752516,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7324,30/07/1965,4,0.020732474,0.07779539,0.033752516,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7325,30/07/1965,5,0.025620657,0.054337503,0.033752516,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7326,30/07/1965,6,0.00828448,0.048317379,0.033752516,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7327,30/07/1965,7,-0.00464892,0.048161101,0.033752516,0.895240431,0.876765492,0.064408471
1956 to 1968,1961 to 1968,8,7328,30/07/1965,8,0.039711373,0.063856354,0.033752516,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7329,30/07/1965,9,0.030769503,0.070709513,0.033752516,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7330,30/07/1965,10,0.047195141,0.047150484,0.033752516,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7331,30/07/1965,11,0.046256803,0.08250387,0.033752516,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7332,30/07/1965,12,0.031707166,0.042032626,0.033752516,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7333,30/07/1965,13,0.050130556,0.040413123,0.033752516,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7334,30/07/1965,14,0.031606558,0.063324093,0.033752516,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7335,30/07/1965,15,0.031774617,0.066349842,0.033752516,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7336,30/07/1965,16,0.032136088,0.067666264,0.033752516,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7337,30/07/1965,17,0.042416553,0.044883991,0.033752516,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7338,30/07/1965,18,0.070977243,0.053821389,0.033752516,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7339,30/07/1965,19,0.084172899,0.07101138,0.033752516,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7340,30/07/1965,20,0.074099572,0.097439653,0.033752516,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7341,31/08/1965,1,0.011628712,0.035774302,0.047225143,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7342,31/08/1965,2,0.041856969,0.05931947,0.047225143,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7343,31/08/1965,3,0.046984139,0.044630619,0.047225143,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7344,31/08/1965,4,0.021768165,0.043508215,0.047225143,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7345,31/08/1965,5,0.026676133,0.033166257,0.047225143,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7346,31/08/1965,6,0.039664122,0.044494907,0.047225143,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7347,31/08/1965,7,0.046893872,0.049675324,0.047225143,0.895240431,0.876765492,0.064408471
1956 to 1968,1961 to 1968,8,7348,31/08/1965,8,0.052780094,0.062952802,0.047225143,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7349,31/08/1965,9,0.024682691,0.034939349,0.047225143,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7350,31/08/1965,10,0.022098848,0.045218871,0.047225143,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7351,31/08/1965,11,0.030910471,0.05797396,0.047225143,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7352,31/08/1965,12,0.03880606,0.082355632,0.047225143,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7353,31/08/1965,13,0.04047582,0.043142207,0.047225143,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7354,31/08/1965,14,0.052697882,0.071041852,0.047225143,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7355,31/08/1965,15,0.048114871,0.066645834,0.047225143,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7356,31/08/1965,16,0.061877972,0.088863363,0.047225143,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7357,31/08/1965,17,0.044421034,0.099398117,0.047225143,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7358,31/08/1965,18,0.053086421,0.060293849,0.047225143,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7359,31/08/1965,19,0.073605935,0.093256906,0.047225143,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7360,31/08/1965,20,0.058806606,0.073934716,0.047225143,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7361,30/09/1965,1,0.001051797,0.05028079,0.033821139,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7362,30/09/1965,2,0.015060374,0.042474152,0.033821139,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7363,30/09/1965,3,-0.002783804,0.071343698,0.033821139,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7364,30/09/1965,4,0.003093802,0.061861962,0.033821139,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7365,30/09/1965,5,0.023180748,0.054031351,0.033821139,0.884048056,0.864550175,0.06551676
1956 to 1968,1961 to 1968,8,7366,30/09/1965,6,0.033149293,0.067559504,0.033821139,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7367,30/09/1965,7,0.016762217,0.062458557,0.033821139,0.886486816,0.86218907,0.062887091
1956 to 1968,1961 to 1968,8,7368,30/09/1965,8,0.017904142,0.05364732,0.033821139,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7369,30/09/1965,9,0.0530588,0.108519901,0.033821139,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7370,30/09/1965,10,0.022601053,0.058920273,0.033821139,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7371,30/09/1965,11,0.049326368,0.070756121,0.033821139,0.975917577,1.065524987,0.065704064
1956 to 1968,1961 to 1968,8,7372,30/09/1965,12,0.056271996,0.089136269,0.033821139,1.08183057,1.367942952,0.073241759
1956 to 1968,1961 to 1968,8,7373,30/09/1965,13,0.019016355,0.063174524,0.033821139,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7374,30/09/1965,14,0.052326556,0.08600993,0.033821139,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7375,30/09/1965,15,0.025122339,0.05793671,0.033821139,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7376,30/09/1965,16,0.05614914,0.145889357,0.033821139,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7377,30/09/1965,17,0.058290684,0.081471126,0.033821139,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7378,30/09/1965,18,0.040897287,0.072095087,0.033821139,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7379,30/09/1965,19,0.041667792,0.107663965,0.033821139,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7380,30/09/1965,20,0.016064974,0.090561932,0.033821139,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7381,29/10/1965,1,-0.001980202,0.060317971,0.053029619,0.640401972,0.445384242,0.052006093
1956 to 1968,1961 to 1968,8,7382,29/10/1965,2,0.024538456,0.080112905,0.053029619,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7383,29/10/1965,3,0.00569016,0.046896456,0.053029619,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7384,29/10/1965,4,0.048306954,0.072920451,0.053029619,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7385,29/10/1965,5,0.025971823,0.061043191,0.053029619,0.884048056,0.864550175,0.06551676
1956 to 1968,1961 to 1968,8,7386,29/10/1965,6,0.067048326,0.105222736,0.053029619,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7387,29/10/1965,7,0.028568011,0.052888949,0.053029619,0.889781458,0.870950297,0.062072274
1956 to 1968,1961 to 1968,8,7388,29/10/1965,8,0.05813277,0.064924668,0.053029619,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7389,29/10/1965,9,0.060694718,0.105207366,0.053029619,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7390,29/10/1965,10,0.032171501,0.057064932,0.053029619,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7391,29/10/1965,11,0.042011695,0.066659267,0.053029619,0.999709736,1.10546214,0.066158419
1956 to 1968,1961 to 1968,8,7392,29/10/1965,12,0.084494907,0.065344125,0.053029619,1.08183057,1.367942952,0.073241759
1956 to 1968,1961 to 1968,8,7393,29/10/1965,13,0.070210539,0.070456126,0.053029619,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7394,29/10/1965,14,0.052960841,0.058347606,0.053029619,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7395,29/10/1965,15,0.064461417,0.093114339,0.053029619,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7396,29/10/1965,16,0.047906129,0.072615377,0.053029619,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7397,29/10/1965,17,0.037226995,0.066771294,0.053029619,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7398,29/10/1965,18,0.079393539,0.089169444,0.053029619,1.1200457,1.369812347,0.073404567
1956 to 1968,1961 to 1968,8,7399,29/10/1965,19,0.097698439,0.120985773,0.053029619,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7400,29/10/1965,20,0.041369873,0.077664677,0.053029619,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7401,30/11/1965,1,0.001231299,0.043378336,0.03632476,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7402,30/11/1965,2,0.00793532,0.064894037,0.03632476,0.662515772,0.485381351,0.059370053
1956 to 1968,1961 to 1968,8,7403,30/11/1965,3,0.021520431,0.077610313,0.03632476,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7404,30/11/1965,4,-0.005326247,0.064598408,0.03632476,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7405,30/11/1965,5,-0.004532437,0.04906488,0.03632476,0.881564212,0.864410186,0.064349772
1956 to 1968,1961 to 1968,8,7406,30/11/1965,6,-0.003059034,0.051859789,0.03632476,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7407,30/11/1965,7,0.021444669,0.074163052,0.03632476,0.889781458,0.870950297,0.062072274
1956 to 1968,1961 to 1968,8,7408,30/11/1965,8,0.022239476,0.063387899,0.03632476,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7409,30/11/1965,9,0.040312986,0.068596841,0.03632476,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7410,30/11/1965,10,0.033087465,0.088462409,0.03632476,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7411,30/11/1965,11,0.024886352,0.075353863,0.03632476,0.999709736,1.10546214,0.066158419
1956 to 1968,1961 to 1968,8,7412,30/11/1965,12,0.065216339,0.110450929,0.03632476,1.08183057,1.367942952,0.073241759
1956 to 1968,1961 to 1968,8,7413,30/11/1965,13,0.040238152,0.0730787,0.03632476,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7414,30/11/1965,14,0.063815344,0.132837011,0.03632476,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7415,30/11/1965,15,0.039689104,0.097012439,0.03632476,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7416,30/11/1965,16,0.072551935,0.103671684,0.03632476,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7417,30/11/1965,17,0.06710925,0.074234694,0.03632476,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7418,30/11/1965,18,0.056586014,0.086133539,0.03632476,1.109175857,1.347121466,0.073065422
1956 to 1968,1961 to 1968,8,7419,30/11/1965,19,0.033624814,0.099045745,0.03632476,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7420,30/11/1965,20,0.011252719,0.087359067,0.03632476,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7421,31/12/1965,1,-0.000816876,0.043173921,0.044233487,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7422,31/12/1965,2,0.027525277,0.070561433,0.044233487,0.661101767,0.473168357,0.057497966
1956 to 1968,1961 to 1968,8,7423,31/12/1965,3,0.049726056,0.171395513,0.044233487,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7424,31/12/1965,4,0.003789689,0.083683264,0.044233487,0.725738028,0.58559357,0.060036464
1956 to 1968,1961 to 1968,8,7425,31/12/1965,5,0.035757893,0.084526634,0.044233487,0.854276248,0.807742092,0.063817212
1956 to 1968,1961 to 1968,8,7426,31/12/1965,6,0.023855641,0.036825254,0.044233487,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7427,31/12/1965,7,0.054180135,0.062887133,0.044233487,0.889781458,0.870950297,0.062072274
1956 to 1968,1961 to 1968,8,7428,31/12/1965,8,0.017191638,0.068135198,0.044233487,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7429,31/12/1965,9,0.029909436,0.082561285,0.044233487,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7430,31/12/1965,10,0.054517224,0.07254056,0.044233487,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7431,31/12/1965,11,0.035618243,0.071667212,0.044233487,0.999709736,1.10546214,0.066158419
1956 to 1968,1961 to 1968,8,7432,31/12/1965,12,0.04169802,0.056838829,0.044233487,1.08183057,1.367942952,0.073241759
1956 to 1968,1961 to 1968,8,7433,31/12/1965,13,0.023216287,0.058461828,0.044233487,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7434,31/12/1965,14,0.063592113,0.113610954,0.044233487,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7435,31/12/1965,15,0.030057252,0.10785031,0.044233487,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7436,31/12/1965,16,0.019456648,0.045568913,0.044233487,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7437,31/12/1965,17,0.063436414,0.080515263,0.044233487,1.152167634,1.482855575,0.081120132
1956 to 1968,1961 to 1968,8,7438,31/12/1965,18,0.103987142,0.209033854,0.044233487,1.109175857,1.347121466,0.073065422
1956 to 1968,1961 to 1968,8,7439,31/12/1965,19,0.072795097,0.14140874,0.044233487,1.268005628,1.702370904,0.070173341
1956 to 1968,1961 to 1968,8,7440,31/12/1965,20,0.089594337,0.10503768,0.044233487,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7441,31/01/1966,1,0.066162254,0.097453476,0.05737092,0.599796065,0.394621616,0.052456869
1956 to 1968,1961 to 1968,8,7442,31/01/1966,2,0.052119917,0.073136375,0.05737092,0.661854319,0.477173335,0.057148597
1956 to 1968,1961 to 1968,8,7443,31/01/1966,3,0.078413824,0.145135711,0.05737092,0.806680696,0.726877783,0.064335071
1956 to 1968,1961 to 1968,8,7444,31/01/1966,4,0.023473924,0.07060865,0.05737092,0.714409865,0.560902122,0.058691066
1956 to 1968,1961 to 1968,8,7445,31/01/1966,5,0.037278552,0.062514624,0.05737092,0.837643838,0.776233433,0.063203406
1956 to 1968,1961 to 1968,8,7446,31/01/1966,6,0.011891342,0.059333519,0.05737092,0.916203957,0.881084043,0.067460556
1956 to 1968,1961 to 1968,8,7447,31/01/1966,7,0.06030498,0.092808747,0.05737092,0.876432732,0.855195002,0.061498543
1956 to 1968,1961 to 1968,8,7448,31/01/1966,8,0.057165671,0.078429484,0.05737092,0.861475087,0.910202472,0.060920283
1956 to 1968,1961 to 1968,8,7449,31/01/1966,9,0.061003622,0.093151038,0.05737092,0.929361419,1.003283742,0.064106702
1956 to 1968,1961 to 1968,8,7450,31/01/1966,10,0.066087739,0.125956704,0.05737092,0.986404681,1.08006066,0.065289457
1956 to 1968,1961 to 1968,8,7451,31/01/1966,11,0.045288791,0.062483093,0.05737092,0.982131385,1.072764162,0.065239428
1956 to 1968,1961 to 1968,8,7452,31/01/1966,12,0.047020358,0.048140061,0.05737092,1.082084755,1.352827762,0.072591401
1956 to 1968,1961 to 1968,8,7453,31/01/1966,13,0.052058916,0.099559612,0.05737092,0.989792772,1.064605355,0.062905848
1956 to 1968,1961 to 1968,8,7454,31/01/1966,14,0.058708709,0.130356685,0.05737092,1.093240558,1.288807843,0.074158972
1956 to 1968,1961 to 1968,8,7455,31/01/1966,15,0.082446677,0.149197955,0.05737092,0.974995645,1.027648798,0.065320811
1956 to 1968,1961 to 1968,8,7456,31/01/1966,16,0.0872641,0.11164768,0.05737092,1.130884647,1.390138568,0.068850407
1956 to 1968,1961 to 1968,8,7457,31/01/1966,17,0.0733373,0.086920806,0.05737092,1.147310949,1.469609397,0.079613585
1956 to 1968,1961 to 1968,8,7458,31/01/1966,18,0.044325415,0.080825915,0.05737092,1.128063053,1.384140366,0.074005741
1956 to 1968,1961 to 1968,8,7459,31/01/1966,19,0.048865711,0.094808208,0.05737092,1.275076852,1.722440433,0.072403198
1956 to 1968,1961 to 1968,8,7460,31/01/1966,20,0.087385473,0.096925306,0.05737092,1.38540846,1.997878419,0.081889365
1956 to 1968,1961 to 1968,8,7461,28/02/1966,1,0.033716673,0.102188918,0.021058379,0.599796065,0.394621616,0.052456869
1956 to 1968,1961 to 1968,8,7462,28/02/1966,2,-0.017194661,0.07223703,0.021058379,0.661854319,0.477173335,0.057148597
1956 to 1968,1961 to 1968,8,7463,28/02/1966,3,0.024226405,0.068862935,0.021058379,0.806680696,0.726877783,0.064335071
1956 to 1968,1961 to 1968,8,7464,28/02/1966,4,0.008889317,0.056554139,0.021058379,0.714409865,0.560902122,0.058691066
1956 to 1968,1961 to 1968,8,7465,28/02/1966,5,-0.009520581,0.056087386,0.021058379,0.819506303,0.744642777,0.061678961
1956 to 1968,1961 to 1968,8,7466,28/02/1966,6,-0.008696165,0.053296204,0.021058379,0.915941907,0.883052949,0.06784345
